"School.Name","County","School.Code","School.ID","County.Number","FIPS.State.Code","ZIP","Address","City","State","Longitude","Latitude","Total.Students","Free.Lunch","Reduced.price.Lunch","Total.Free.and.Reduced.Lunch","Full.Time.Equivalent.Teachers","Pupil.Teacher.Ratio"
"COMMUNITY HIGH SCHOOL","BUNCOMBE COUNTY","110303",3.70045e+11,37021,37,28778,"235 OLD US 70","SWANNANOA","NC ",-82.4042,35.6028,134,108,9,117,17.55,7.64
"COMMUNITY HOUSE MIDDLE","MECKLENBURG COUNTY","600345",3.70297e+11,37119,37,28277,"9500 COMMUNITY HOUSE RD","CHARLOTTE","NC ",-80.824,35.0361,1638,192,52,244,75.98,21.56
"COMMUNITY SCHOOL OF DAVIDSON","MECKLENBURG COUNTY","60I000",3.70014e+11,37119,37,28036,"404 ARMOUR ST","DAVIDSON","NC ",-80.8497,35.5081,1297,16,32,48,90.18,14.38
"CONCORD HIGH","CABARRUS COUNTY","130314",3.70053e+11,37025,37,28025,"481 BURRAGE RD NE","CONCORD","NC ",-80.5822,35.4337,1217,529,103,632,76.91,15.82
"CONCORD MIDDLE","CABARRUS COUNTY","130313",3.70053e+11,37025,37,28025,"1500 GOLD RUSH DR","CONCORD","NC ",-80.5524,35.4219,914,576,68,644,63.5,14.39
"CONCRETE ROSES STEM ACADEMY","MECKLENBURG COUNTY",NA,3.70037e+11,37119,37,28277,"TBD","TBD","NC ",-80.7522,35.1569,NA,NA,NA,NA,NA,NA
"CONN ELEMENTARY","WAKE COUNTY","920380",3.70472e+11,37183,37,27604,"1220 BROOKSIDE DR","RALEIGH","NC ",-78.6231,35.7959,605,253,31,284,48.5,12.47
"CONOVER SPECIAL EDUCATION","CATAWBA COUNTY","182304",3.70336e+11,37035,37,28613,"108 7TH ST PLACE SW","CONOVER","NC ",-81.2207,35.7015,138,83,11,94,20.75,6.65
"CONTENTNEA-SAVANNAH SCHOOL","LENOIR COUNTY","540308",3.70261e+11,37107,37,28501,"3400 FERRELL RD","KINSTON","NC ",-77.5209,35.32,795,555,72,627,50.5,15.74
"CONWAY MIDDLE","NORTHAMPTON COUNTY","660308",3.70342e+11,37131,37,27820,"400 EAST MAIN ST","CONWAY","NC ",-77.2238,36.4383,393,295,20,315,26,15.12
"COOK ELEMENTARY","FORSYTH COUNTY","340351",3.7015e+11,37067,37,27195,"920 11TH ST NW","WINSTON-SALEM","NC ",-80.2555,36.1087,253,248,2,250,24.6,10.28
"COOL SPRING ELEMENTARY","IREDELL COUNTY","490324",3.70231e+11,37097,37,27013,"1969 MOCKSVILLE HWY","CLEVELAND","NC ",-80.7327,35.8463,405,165,45,210,25.85,15.67
"COOLEEMEE ELEMENTARY","DAVIE COUNTY","300308",3.70117e+11,37059,37,27014,"136 MARGINAL ST","COOLEEMEE","NC ",-80.5528,35.8156,469,333,40,373,30.9,15.18
"COOPER ELEMENTARY","JOHNSTON COUNTY","510330",3.70237e+11,37101,37,27520,"849 NORTH MIAL ST","CLAYTON","NC ",-78.4519,35.6555,571,315,26,341,45,12.69
"COOPERS ELEMENTARY","NASH COUNTY","640324",3.70327e+11,37127,37,27822,"6833 NC HWY 58","ELM CITY","NC ",-77.9479,35.8849,604,275,49,324,35.5,17.01
"COPELAND ELEMENTARY","SURRY COUNTY","860308",3.70441e+11,37171,37,27017,"948 COPELAND SCHOOL RD","DOBSON","NC ",-80.649,36.3296,347,239,24,263,23.75,14.61
"CORDOVA SCHOOL","RICHMOND COUNTY","770312",3.70387e+11,37153,37,28330,"194 CHURCH ST","CORDOVA","NC ",-79.8192,34.9123,71,61,7,68,12.83,5.53
"CORINTH-HOLDERS ELEMENTARY","JOHNSTON COUNTY","510332",3.70237e+11,37101,37,27597,"3976 NC 231","ZEBULON","NC ",-78.301,35.7354,550,330,47,377,36.48,15.08
"CORINTH HOLDERS HIGH","JOHNSTON COUNTY","510333",3.70237e+11,37101,37,27591,"6875 APPLEWHITE RD","WENDELL","NC ",-78.3378,35.7248,1534,334,60,394,86.39,17.76
"CORNATZER ELEMENTARY","DAVIE COUNTY","300310",3.70117e+11,37059,37,27028,"552 CORNATZER RD","MOCKSVILLE","NC ",-80.494,35.8974,372,204,25,229,28.82,12.91
"CORNELIUS ELEMENTARY","MECKLENBURG COUNTY","600346",3.70297e+11,37119,37,28031,"21126 CATAWBA AVE","CORNELIUS","NC ",-80.8642,35.4817,584,158,15,173,34.66,16.85
"CORNERSTONE CHARTER ACADEMY-CFA","GUILFORD COUNTY","41G000",3.70033e+11,37081,37,27455,"2535 NEW GARDEN EAST","GREENSBORO","NC ",-79.827,36.1343,645,34,52,86,33.73,19.12
"CORRIHER LIPE MIDDLE","ROWAN COUNTY","800328",3.70405e+11,37159,37,28088,"214 WEST RICE ST","LANDIS","NC ",-80.6151,35.5466,537,291,45,336,35.5,15.13
"CORVIAN COMMUNITY SCHOOL","MECKLENBURG COUNTY","60M000",3.70033e+11,37119,37,28262,"9501 DAVID TAYLOR DR","CHARLOTTE","NC ",-80.7564,35.323,439,6,6,12,24.31,18.06
"COSTNER ELEMENTARY","GASTON COUNTY","360376",3.70162e+11,37071,37,28034,"353 OLD 277 LOOP HWY","DALLAS","NC ",-81.2271,35.3274,581,263,37,300,32.6,17.82
"COTSWOLD ELEMENTARY","MECKLENBURG COUNTY","600349",3.70297e+11,37119,37,28211,"300 GREENWICH RD","CHARLOTTE","NC ",-80.7975,35.1791,813,265,35,300,49.05,16.57
"COULWOOD MIDDLE","MECKLENBURG COUNTY","600351",3.70297e+11,37119,37,28214,"500 KENTBERRY DR","CHARLOTTE","NC ",-80.9447,35.3039,725,526,67,593,45.3,16
"COURTNEY ELEMENTARY","YADKIN COUNTY","990308",3.70504e+11,37197,37,27055,"2529 COURTNEYHUNTSVILLE RD","YADKINVILLE","NC ",-80.6066,36.0652,294,166,25,191,19.75,14.89
"COVE CREEK ELEMENTARY","WATAUGA COUNTY","950316",3.70483e+11,37189,37,28692,"930 VANDERPOOL RD","VILAS","NC ",-81.7487,36.2595,286,133,40,173,27.6,10.36
"COVINGTON STREET ELEMENTARY","SCOTLAND COUNTY","830312",3.7042e+11,37165,37,28352,"615 WEST COVINGTON ST","LAURINBURG","NC ",-79.4696,34.773,297,188,10,198,20.21,14.7
"COX MILL ELEMENTARY","CABARRUS COUNTY","130319",3.70053e+11,37025,37,28027,"1450 COX MILL RD","CONCORD","NC ",-80.7324,35.3935,1159,64,27,91,65.7,17.64
"COX MILL HIGH SCHOOL","CABARRUS COUNTY","130307",3.70053e+11,37025,37,28027,"1355 COX MILL RD","CONCORD","NC ",-80.7286,35.3951,1388,203,67,270,73.75,18.82
"CRAIN'S CREEK MIDDLE","MOORE COUNTY","630317",3.70309e+11,37125,37,28327,"4625 UNION CHURCH RD","CARTHAGE","NC ",-79.2849,35.2721,418,193,13,206,26.56,15.74
"CRAMERTON MIDDLE","GASTON COUNTY","360380",3.70162e+11,37071,37,28032,"601 CRAMER MOUNTAIN RD","CRAMERTON","NC ",-81.0867,35.2231,869,198,44,242,44.35,19.59
"CRANBERRY MIDDLE","AVERY COUNTY","060310",3.7003e+11,37011,37,28622,"6230 NORTH HWY 19E","ELK PARK","NC ",-81.9641,36.1473,212,114,27,141,16.16,13.12
"CRAVEN EARLY COLLEGE HIGH","CRAVEN COUNTY","250314",3.70331e+11,37049,37,28562,"800 COLLEGE COURT","NEW BERN","NC ",-77.1023,35.1116,171,51,6,57,12.45,13.73
"CREECH ROAD ELEMENTARY","WAKE COUNTY","920384",3.70472e+11,37183,37,27529,"450 CREECH RD","GARNER","NC ",-78.601,35.7149,613,443,51,494,50.2,12.21
"CREEDMOOR ELEMENTARY","GRANVILLE COUNTY","390316",3.7018e+11,37077,37,27522,"305 EAST WILTON AVE","CREEDMOOR","NC ",-78.6783,36.1233,400,240,39,279,25.53,15.67
"CREEKSIDE ELEMENTARY","CRAVEN COUNTY","250316",3.70331e+11,37049,37,28562,"2790 LANDSCAPE DR","NEW BERN","NC ",-77.0217,35.0269,602,115,50,165,35.5,16.96
"CREEKSIDE ELEMENTARY","DURHAM COUNTY","320319",3.70126e+11,37063,37,27707,"5321 EPHESUS CHURCH RD","DURHAM","NC ",-78.9944,35.9287,869,345,44,389,58.5,14.85
"CREEKSIDE ELEMENTARY","PITT COUNTY","740330",3.70001e+11,37147,37,28590,"431 FORLINES RD","WINTERVILLE","NC ",-77.4226,35.5364,626,310,30,340,45.67,13.71
"CREST HIGH","CLEVELAND COUNTY","230324",3.7009e+11,37045,37,28152,"800 OLD BOILING SPRINGS","SHELBY","NC ",-81.6099,35.2716,1244,560,57,617,87.71,14.18
"CREST MIDDLE","CLEVELAND COUNTY","230328",3.7009e+11,37045,37,28150,"315 BEAVERDAM CHURCH RD","SHELBY","NC ",-81.6188,35.2778,949,495,53,548,63.62,14.92
"CRESTDALE MIDDLE","MECKLENBURG COUNTY","600353",3.70297e+11,37119,37,28105,"940 SAM NEWELL RD","MATTHEWS","NC ",-80.7181,35.1287,847,172,28,200,43.58,19.44
"CRESWELL ELEMENTARY","WASHINGTON COUNTY","940306",3.7048e+11,37187,37,27928,"200 SOUTH SEVENTH ST","CRESWELL","NC ",-76.3968,35.87,208,137,37,174,14.6,14.25
"CRESWELL HIGH","WASHINGTON COUNTY","940308",3.7048e+11,37187,37,27928,"115 WEST MIDDLE ST","CRESWELL","NC ",-76.3959,35.8689,173,90,13,103,17,10.18
"CROATAN HIGH","CARTERET COUNTY","160314",3.70063e+11,37031,37,28570,"1 COUGAR LN","NEWPORT","NC ",-76.8955,34.748,903,177,45,222,55,16.42
"CROFT COMMUNITY ELEMENTARY","MECKLENBURG COUNTY","600418",3.70297e+11,37119,37,28269,"4911 HUCKS RD","CHARLOTTE","NC ",-80.8047,35.3465,704,230,53,283,37.53,18.76
"CROSS CREEK EARLY COLLEGE","CUMBERLAND COUNTY","260354",3.70001e+11,37051,37,28301,"1200 MURCHISON RD","FAYETTEVILLE","NC ",-78.8936,35.071,244,105,35,140,16.9,14.44
"CROSSCREEK CHARTER SCHOOL","FRANKLIN COUNTY","35A000",3.70012e+11,37069,37,27549,"306 SANDALWOOD AVE","LOUISBURG","NC ",-78.2932,36.0947,180,26,0,26,11.53,15.61
"CROSSNORE ACADEMY","AVERY COUNTY","060316",3.70008e+11,37011,37,28616,"129 ALLEN CIRCLE","CROSSNORE","NC ",-81.9297,36.0216,91,74,2,76,14.98,6.07
"CROSSNORE ELEMENTARY","AVERY COUNTY","060316",3.7003e+11,37011,37,28616,"1000 WALT CLARK RD","CROSSNORE","NC ",-81.9259,36.0258,211,86,31,117,16.5,12.79
"CROSSROADS CHARTER HIGH","MECKLENBURG COUNTY","60H000",3.70012e+11,37119,37,28213,"5500 NORTH TRYON STEET","CHARLOTTE","NC ",-80.7737,35.2612,202,180,1,181,14.36,14.07
"CROWN POINT ELEMENTARY","MECKLENBURG COUNTY","600352",3.70297e+11,37119,37,28105,"3335 SAM NEWELL RD","MATTHEWS","NC ",-80.715,35.1599,696,342,54,396,41.72,16.68
"CS BROWN HIGH","HERTFORD COUNTY","460340",3.70216e+11,37091,37,27986,"102 CSB DR","WINTON","NC ",-76.9331,36.3876,32,24,2,26,7,4.57
"CULBRETH MIDDLE","ORANGE COUNTY","681322",3.70072e+11,37135,37,27516,"225 CULBRETH RD","CHAPEL HILL","NC ",-79.0675,35.8898,696,140,23,163,55.13,12.62
"CULLOWHEE VALLEY SCHOOL","JACKSON COUNTY","500304",3.70234e+11,37099,37,28723,"240 WISDOM DR","CULLOWHEE","NC ",-83.1686,35.2592,597,300,52,352,43.47,13.73
"CUMBERLAND INTERNATIONAL EARLY COLLEGEHS","CUMBERLAND COUNTY","260347",3.70001e+11,37051,37,28303,"1200 MURCHISON RD","FAYETTEVILLE","NC ",-78.8945,35.0716,169,77,17,94,10.79,15.66
"CUMBERLAND MILLS ELEMENTARY","CUMBERLAND COUNTY","260348",3.70001e+11,37051,37,28306,"2576 HOPE MILLS RD","FAYETTEVILLE","NC ",-78.9681,35.0029,671,424,88,512,43,15.6
"CUMBERLAND ROAD ELEMENTARY","CUMBERLAND COUNTY","260352",3.70001e+11,37051,37,28306,"2700 CUMBERLAND RD","FAYETTEVILLE","NC ",-78.9105,35.0213,404,330,23,353,33.5,12.06
"CURRITUCK COUNTY HIGH","CURRITUCK COUNTY","270306",3.70108e+11,37053,37,27917,"4203 CARATOKE HWY","BARCO","NC ",-75.9691,36.3725,1005,224,0,224,66.06,15.21
"CURRITUCK COUNTY MIDDLE","CURRITUCK COUNTY","270308",3.70108e+11,37053,37,27917,"4263 CARATOKE HWY","BARCO","NC ",-75.9678,36.3709,339,119,0,119,22.78,14.88
"CUTHBERTSON HIGH","UNION COUNTY","900311",3.70462e+11,37179,37,28173,"1400 CUTHBERTSON RD","WAXHAW","NC ",-80.74,34.976,1441,128,45,173,70.8,20.35
"CUTHBERTSON MIDDLE","UNION COUNTY","900310",3.70462e+11,37179,37,28173,"1520 CUTHBERTSON RD","WAXHAW","NC ",-80.7417,34.9743,1338,103,39,142,66.67,20.07
"CYRUS P FRAZIER ELEMENTARY","GUILFORD COUNTY","410376",3.70192e+11,37081,37,27406,"4215 GALWAY DR","GREENSBORO","NC ",-79.8253,36.012,281,238,24,262,24.25,11.59
"D F WALKER ELEMENTARY","CHOWAN COUNTY","210306",3.70084e+11,37041,37,27932,"125 SANDY RIDGE RD","EDENTON","NC ",-76.6541,36.1637,474,274,35,309,34,13.94
"D H CONLEY HIGH","PITT COUNTY","740333",3.70001e+11,37147,37,27858,"2006 WORTHINGTON RD","GREENVILLE","NC ",-77.3248,35.5306,1591,466,62,528,87.89,18.1
"D S JOHNSON ELEMENTARY","EDGECOMBE COUNTY","640326",3.70327e+11,37065,37,27801,"600 NORTH FAIRVIEW RD","ROCKY MOUNT","NC ",-77.7765,35.9366,192,171,8,179,16.5,11.64
"D.C. VIRGO  PREPARATORY ACADEMY","NEW HANOVER COUNTY","650409",3.70333e+11,37129,37,28401,"813 NIXON ST","WILMINGTON","NC ",-77.9403,34.2501,218,184,8,192,15.4,14.16
"DABNEY ELEMENTARY","VANCE COUNTY","910314",3.70465e+11,37181,37,27537,"150 LANNING RD","HENDERSON","NC ",-78.482,36.3305,454,370,39,409,32.5,13.97
"DALTON MCMICHAEL HIGH","ROCKINGHAM COUNTY","790314",3.70399e+11,37157,37,27027,"6845 HWY 135","MAYODAN","NC ",-79.9427,36.4176,970,429,72,501,60.63,16
"DANA ELEMENTARY","HENDERSON COUNTY","450308",3.7021e+11,37089,37,28792,"690 RIDGE RD","HENDERSONVILLE","NC ",-82.3735,35.3385,543,378,61,439,38,14.29
"DANIELS MIDDLE","WAKE COUNTY","920388",3.70472e+11,37183,37,27608,"2816 OBERLIN RD","RALEIGH","NC ",-78.6565,35.8131,1136,401,71,472,67.47,16.84
"DARE COUNTY ALTERNATIVE SCHOOL","DARE COUNTY","280306",3.70111e+11,37055,37,27954,"205 NORTH HWY 64/264","MANTEO","NC ",-75.6718,35.9039,29,19,0,19,8,3.63
"DAVENPORT A+ SCHOOL","CALDWELL COUNTY","140312",3.70058e+11,37027,37,28645,"901 COLLEGE AVE SW","LENOIR","NC ",-81.5397,35.9118,510,321,18,339,33.6,15.18
"DAVID COX ROAD ELEMENTARY","MECKLENBURG COUNTY","600362",3.70297e+11,37119,37,28269,"4215 DAVID COX RD","CHARLOTTE","NC ",-80.8009,35.3368,796,432,90,522,48.51,16.41
"DAVID D JONES ELEMENTARY","GUILFORD COUNTY","410430",3.70192e+11,37081,37,27406,"502 SOUTH ST","GREENSBORO","NC ",-79.7988,36.0601,707,400,32,432,46.33,15.26
"DAVIDSON COUNTY HIGH SCHOOL","DAVIDSON COUNTY","290314",3.70114e+11,37057,37,27292,"2061 EAST HOLLY GROVE RD","LEXINGTON","NC ",-80.1887,35.8171,78,52,8,60,12,6.5
"DAVIDSON EARLY COLLEGE","DAVIDSON COUNTY","290315",3.70114e+11,37057,37,27295,"297 DCCC RD","LEXINGTON","NC ",-80.2966,35.8688,108,50,16,66,4.5,24
"DAVIDSON ELEMENTARY","MECKLENBURG COUNTY","600357",3.70297e+11,37119,37,28036,"635 SOUTH ST","DAVIDSON","NC ",-80.8484,35.4898,725,82,8,90,44.38,16.34
"DAVIDSON RIVER SCHOOL","TRANSYLVANIA COUNTY","880320",3.70453e+11,37175,37,28712,"970 ECUSTA RD","BREVARD","NC ",-82.7042,35.2581,97,75,7,82,9,10.78
"DAVIE COUNTY EARLY COLLEGE HIGH","DAVIE COUNTY","300314",3.70117e+11,37059,37,27028,"1211 SALISBURY RD","MOCKSVILLE","NC ",-80.5555,35.8709,158,43,15,58,5.67,27.87
"DAVIE COUNTY HIGH","DAVIE COUNTY","300312",3.70117e+11,37059,37,27028,"1200 SALISBURY RD","MOCKSVILLE","NC ",-80.5522,35.873,1768,541,84,625,107.15,16.5
"DAVIS-TOWNSEND ELEMENTARY","DAVIDSON COUNTY","290316",3.70114e+11,37057,37,27292,"975 HEATH CHURCH RD","LEXINGTON","NC ",-80.1683,35.8061,534,212,32,244,31.9,16.74
"DAVIS DRIVE ELEMENTARY","WAKE COUNTY","920390",3.70472e+11,37183,37,27519,"2151 DAVIS DR","CARY","NC ",-78.8505,35.7802,986,42,8,50,57.9,17.03
"DAVIS DRIVE MIDDLE","WAKE COUNTY","920391",3.70472e+11,37183,37,27519,"2101 DAVIS DR","CARY","NC ",-78.8507,35.7777,1209,78,17,95,65.11,18.57
"DAWSON ELEMENTARY","HALIFAX COUNTY","420316",3.70195e+11,37083,37,27874,"6878 OLD 125 RD","SCOTLAND NECK","NC ",-77.5269,36.1666,150,141,6,147,11,13.64
"DEEP BRANCH ELEMENTARY","ROBESON COUNTY","780320",3.70393e+11,37155,37,28360,"4045 DEEP BRANCH RD","LUMBERTON","NC ",-79.146,34.6304,NA,NA,NA,NA,26.73,NA
"DEEP RIVER ELEMENTARY","LEE COUNTY","530312",3.70256e+11,37105,37,27330,"4000 DEEP RIVER RD","SANFORD","NC ",-79.1464,35.5933,638,474,48,522,41.22,15.48
"DENTON ELEMENTARY","DAVIDSON COUNTY","290320",3.70114e+11,37057,37,27239,"305 WEST SALISBURY ST","DENTON","NC ",-80.1183,35.6319,386,206,36,242,25.38,15.21
"DEVONSHIRE ELEMENTARY","MECKLENBURG COUNTY","600365",3.70297e+11,37119,37,28215,"6500 BARRINGTON DR","CHARLOTTE","NC ",-80.7465,35.2454,604,550,12,562,37.76,16
"DEYTON ELEMENTARY","MITCHELL COUNTY","610310",3.703e+11,37121,37,28777,"308 HARRIS ST","SPRUCE PINE","NC ",-82.0882,35.9098,258,144,17,161,19.24,13.41
"DHHS OFFICE OF EDUCATION","WAKE COUNTY",NA,3.7e+11,37183,37,27605,"616 OBERLIN RD","RALEIGH","NC ",-78.662,35.793,NA,NA,NA,NA,NA,NA
"DIGGS-LATHAM ELEMENTARY","FORSYTH COUNTY","340430",3.7015e+11,37067,37,27101,"986 HUTTON ST","WINSTON SALEM","NC ",-80.2574,36.0752,462,444,15,459,41.67,11.09
"DILLARD ACADEMY","WAYNE COUNTY","96C000",3.70007e+11,37191,37,27530,"504 WEST ELM ST","GOLDSBORO","NC ",-78.0054,35.3791,199,185,5,190,14.39,13.83
"DILLARD DRIVE ELEMENTARY","WAKE COUNTY","920393",3.70472e+11,37183,37,27606,"5018 DILLARD DR","RALEIGH","NC ",-78.723,35.7526,722,364,37,401,52.6,13.73
"DILLARD DRIVE MIDDLE","WAKE COUNTY","920394",3.70472e+11,37183,37,27606,"5200 DILLARD DR","RALEIGH","NC ",-78.7244,35.7527,1128,471,63,534,69,16.35
"DILLARD MIDDLE","WAYNE COUNTY","960326",3.70488e+11,37191,37,27530,"1101 SOUTH DEVEREAUX ST","GOLDSBORO","NC ",-77.9926,35.3685,637,553,29,582,39.32,16.2
"DILWORTH ELEMENTARY","MECKLENBURG COUNTY","600367",3.70297e+11,37119,37,28203,"405 EAST PARK AVE","CHARLOTTE","NC ",-80.8514,35.2113,609,109,13,122,32.64,18.66
"DISCOVERY HIGH SCHOOL","CATAWBA COUNTY","182700",3.70336e+11,37035,37,28658,"605 NORTH ASHE AVE","NEWTON","NC ",-81.2225,35.6684,132,37,12,49,7.12,18.54
"DISTRICT NO 7 ELEMENTARY","CUMBERLAND COUNTY","260356",3.70001e+11,37051,37,28395,"5721 SMITHFIELD RD","WADE","NC ",-78.7102,35.145,246,112,17,129,18.67,13.18
"DIXON ELEMENTARY","ONSLOW COUNTY","670314",3.70345e+11,37133,37,28445,"130 BETTY DIXON RD","HOLLY RIDGE","NC ",-77.4436,34.5598,905,265,65,330,53.5,16.92
"DIXON HIGH","ONSLOW COUNTY","670320",3.70345e+11,37133,37,28445,"160 DIXON SCHOOL RD","HOLLY RIDGE","NC ",-77.4784,34.588,799,211,58,269,47,17
"DIXON MIDDLE","ONSLOW COUNTY","670318",3.70345e+11,37133,37,28445,"200 DIXON SCHOOL RD","HOLLY RIDGE","NC ",-77.4798,34.585,653,229,52,281,40,16.33
"DIXON ROAD ELEMENTARY","JOHNSTON COUNTY","510334",3.70237e+11,37101,37,27592,"835 DIXON RD","WILLOW SPRINGS","NC ",-78.5943,35.5331,495,161,19,180,34,14.56
"DOBSON ELEMENTARY","SURRY COUNTY","860312",3.70441e+11,37171,37,27017,"400 WEST ATKINS ST","DOBSON","NC ",-80.7264,36.3949,385,235,30,265,24.45,15.75
"DOLE ELEMENTARY","ROWAN COUNTY","800359",3.70405e+11,37159,37,28146,"465 CHOATE RD","SALISBURY","NC ",-80.4251,35.6711,464,389,22,411,34.51,13.45
"DON D STEED ELEMENTARY","HOKE COUNTY","470310",3.70225e+11,37093,37,28376,"800 PHILLIPI CHURCH RD","RAEFORD","NC ",-79.1601,34.9816,685,293,53,346,43.38,15.79
"DONNA L LOFLIN ELEMENTARY","RANDOLPH COUNTY","761321",3.70024e+11,37151,37,27203,"405 SOUTH PARK ST","ASHEBORO","NC ",-79.8192,35.7017,405,297,36,333,32.5,12.46
"DORIS HENDERSON NEWCOMERS SCH","GUILFORD COUNTY","410398",3.70192e+11,37081,37,27410,"411 FRIENDWAY RD","GREENSBORO","NC ",-79.9047,36.0815,243,219,9,228,18.64,13.04
"DOUGLAS BYRD HIGH","CUMBERLAND COUNTY","260322",3.70001e+11,37051,37,28304,"1624 IRELAND DR","FAYETTEVILLE","NC ",-78.9485,35.0308,1173,809,98,907,87.5,13.41
"DOUGLAS BYRD MIDDLE","CUMBERLAND COUNTY","260321",3.70001e+11,37051,37,28304,"1616 IRELAND DR","FAYETTEVILLE","NC ",-78.9487,35.0329,726,542,73,615,56,12.96
"DOUGLAS ELEMENTARY","WAKE COUNTY","920396",3.70472e+11,37183,37,27609,"600 ORTEGA RD","RALEIGH","NC ",-78.6292,35.8404,724,243,14,257,52.5,13.79
"DOUGLASS ACADEMY","NEW HANOVER COUNTY","65C000",3.70034e+11,37129,37,28401,"507 NORTH 6TH ST","WILMINGTON","NC ",-77.9434,34.242,35,28,2,30,2.36,14.83
"DOUGLASS ELEMENTARY","ROCKINGHAM COUNTY","790318",3.70399e+11,37157,37,27288,"1130 CENTER CHURCH RD","EDEN","NC ",-79.779,36.4947,386,236,34,270,27.95,13.81
"DPS HOSPITAL SCHOOL","DURHAM COUNTY","320336",3.70126e+11,37063,37,27710,"DUMC ROOM 3605","DURHAM","NC ",-78.9371,36.0073,59,16,1,17,20,2.95
"DR HUBERT EATON SR ELEM","NEW HANOVER COUNTY","650353",3.70333e+11,37129,37,28405,"6701 GORDON RD","WILMINGTON","NC ",-77.8344,34.2663,568,66,25,91,35.81,15.86
"DR JOHN CODINGTON ELEM","NEW HANOVER COUNTY","650366",3.70333e+11,37129,37,28412,"4321 CAROLINA BEACH RD","WILMINGTON","NC ",-77.9171,34.1664,552,101,34,135,35.6,15.51
"DRAPER ELEMENTARY","ROCKINGHAM COUNTY","790322",3.70399e+11,37157,37,27288,"1719 EAST STADIUM DR","EDEN","NC ",-79.6897,36.5163,215,181,14,195,21.51,10
"DREXEL ELEMENTARY","BURKE COUNTY","120312",3.70048e+11,37023,37,28655,"100 ALTA VISTA ST","MORGANTON","NC ",-81.6044,35.7577,468,280,52,332,31.98,14.63
"DRUID HILLS ACADEMY","MECKLENBURG COUNTY","600374",3.70297e+11,37119,37,28206,"2801 LUCENA AVE","CHARLOTTE","NC ",-80.8243,35.2573,610,581,14,595,49.42,12.34
"DUBLIN PRIMARY","BLADEN COUNTY","090324",3.70039e+11,37017,37,28332,"7048 ALBERT ST","DUBLIN","NC ",-78.7202,34.6549,276,207,19,226,19.6,14.08
"DUDLEY SHOALS ELEMENTARY","CALDWELL COUNTY","140316",3.70058e+11,37027,37,28630,"1500 DUDLEY SHOALS RD","GRANITE FALLS","NC ",-81.3921,35.8559,487,232,31,263,29.34,16.6
"DUNN MIDDLE","HARNETT COUNTY","430332",3.70201e+11,37085,37,28334,"1301 MEADOWLARK RD","DUNN","NC ",-78.6095,35.3301,419,284,34,318,35.89,11.67
"DUPLIN EARLY COLLEGE HIGH","DUPLIN COUNTY","310338",3.7012e+11,37061,37,28349,"212 JAMES SPRUNT DR","KENANSVILLE","NC ",-77.9788,34.9465,152,100,15,115,7.5,20.27
"DURANT ROAD ELEMENTARY","WAKE COUNTY","920398",3.70472e+11,37183,37,27614,"9901 DURANT RD","RALEIGH","NC ",-78.5804,35.9003,968,305,46,351,65.17,14.85
"DURANT ROAD MIDDLE","WAKE COUNTY","920399",3.70472e+11,37183,37,27614,"10401 DURANT RD","RALEIGH","NC ",-78.5881,35.9036,1358,434,75,509,79.16,17.16
"DURHAM'S PERFORMANCE LEARNING CENTER","DURHAM COUNTY","320322",3.70126e+11,37063,37,27703,"401 NORTH DRR ST","DURHAM","NC ",-78.8795,35.9896,233,151,4,155,16.63,14.01
"DURHAM SCHOOL OF THE ARTS","DURHAM COUNTY","320323",3.70126e+11,37063,37,27701,"401 NORTH DUKE ST","DURHAM","NC ",-78.9068,36.0031,1564,530,77,607,104.3,15
"DYNAMIC COMMUNITY CHARTER","WAKE COUNTY","92X000",3.70037e+11,37183,37,27512,"TBD","TBD","NC ",-78.7004,35.8564,NA,NA,NA,NA,NA,NA
"E B AYCOCK MIDDLE","PITT COUNTY","740337",3.70001e+11,37147,37,27858,"1325 RED BANKS RD","GREENVILLE","NC ",-77.3538,35.5869,714,440,30,470,50.5,14.14
"E B FRINK MIDDLE","LENOIR COUNTY","540312",3.70261e+11,37107,37,28551,"102 NORTH MARTIN LUTHER KING J","LA GRANGE","NC ",-77.7931,35.3151,569,304,68,372,35.97,15.82
"E E MILLER ELEMENTARY","CUMBERLAND COUNTY","260398",3.70001e+11,37051,37,28314,"1361 RIM RD","FAYETTEVILLE","NC ",-79.0444,35.0549,549,310,58,368,41.5,13.23
"E E SMITH HIGH","CUMBERLAND COUNTY","260359",3.70001e+11,37051,37,28301,"1800 SEABROOK RD","FAYETTEVILLE","NC ",-78.8956,35.0841,1037,623,82,705,75,13.83
"E E SMITH MIDDLE","DUPLIN COUNTY","310340",3.7012e+11,37061,37,28349,"174 MALLARD ST","KENANSVILLE","NC ",-77.9743,34.958,397,294,42,336,22.5,17.64
"E J HAYES ELEMENTARY","MARTIN COUNTY","580312",3.70288e+11,37117,37,27892,"201 ANDREWS ST","WILLIAMSTON","NC ",-77.0622,35.8468,377,281,23,304,26.1,14.44
"E K POWE ELEMENTARY","DURHAM COUNTY","320363",3.70126e+11,37063,37,27705,"913 9TH ST","DURHAM","NC ",-78.9224,36.013,392,239,15,254,33.1,11.84
"E LAWSON BROWN MIDDLE","DAVIDSON COUNTY","290322",3.70114e+11,37057,37,27360,"1140 KENDALL MILL RD","THOMASVILLE","NC ",-80.1052,35.8487,771,325,71,396,44.5,17.33
